"Plot Title: Hayden_July2"
"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 21781579, SEN S/N: 21651401, LBL: pyrgV)","Pressure, mbar (LGR S/N: 21781579, SEN S/N: 21753118)","Solar Radiation, W/m² (LGR S/N: 21781579, SEN S/N: 21760240)","Temp, °C (LGR S/N: 21781579, SEN S/N: 21776055)","RH, % (LGR S/N: 21781579, SEN S/N: 21776055)","Wind Speed, m/s (LGR S/N: 21781579, SEN S/N: 21776906)","Gust Speed, m/s (LGR S/N: 21781579, SEN S/N: 21776906)","Wind Direction, ø (LGR S/N: 21781579, SEN S/N: 21776906)","Rain, mm (LGR S/N: 21781579, SEN S/N: 21777066)"
1,07/02/23 07:00:08 PM,-0.00023,747.550,1276.9,12.957,17.604,2.00,3.67,348.2,
2,07/02/23 07:15:08 PM,-0.00023,747.450,14.4,12.990,34.841,2.67,5.01,321.5,0.00
3,07/02/23 07:30:08 PM,-0.00023,747.450,14.4,12.668,31.691,3.01,6.01,324.3,0.00
4,07/02/23 07:45:08 PM,-0.00023,747.350,13.1,12.518,37.017,3.01,5.34,329.9,0.00
5,07/02/23 08:00:08 PM,-0.00023,747.450,11.9,12.904,29.734,2.34,5.34,328.5,0.00
6,07/02/23 08:15:08 PM,-0.00023,747.350,10.6,12.368,32.970,2.67,5.01,329.9,0.00
7,07/02/23 08:30:08 PM,-0.00023,747.350,8.1,11.660,34.069,2.00,4.01,311.7,0.00
8,07/02/23 08:45:08 PM,-0.00023,747.350,4.4,11.789,32.155,1.67,2.67,244.3,0.00
9,07/02/23 09:00:08 PM,-0.00023,747.250,0.6,10.823,40.896,1.00,2.34,249.9,0.00
10,07/02/23 09:15:08 PM,-0.00023,747.350,0.6,10.673,46.911,0.33,1.67,269.6,0.00
11,07/02/23 09:30:08 PM,-0.00023,747.250,0.6,10.287,44.714,0.33,2.00,294.8,0.00
12,07/02/23 09:45:08 PM,-0.00023,747.350,0.6,10.459,39.866,0.67,2.34,292.0,0.00
13,07/02/23 10:00:08 PM,-0.00023,747.350,0.6,10.244,39.312,1.00,2.34,279.4,0.00
14,07/02/23 10:15:08 PM,-0.00023,747.250,0.6,9.987,38.808,1.00,2.00,268.1,0.00
15,07/02/23 10:30:08 PM,-0.00023,747.250,0.6,10.888,37.383,1.34,4.01,314.5,0.00
16,07/02/23 10:45:08 PM,-0.00023,746.950,0.6,11.231,36.910,1.00,3.67,317.3,0.00
17,07/02/23 11:00:08 PM,-0.00023,746.950,0.6,11.124,37.841,1.00,2.00,311.7,0.00
18,07/02/23 11:15:08 PM,-0.00023,746.950,0.6,10.051,40.749,1.00,2.34,297.6,0.00
19,07/02/23 11:30:08 PM,-0.00023,746.850,0.6,9.858,42.872,1.00,3.01,293.4,0.00
20,07/02/23 11:45:08 PM,-0.00023,746.750,0.6,9.515,43.542,0.33,1.67,276.6,0.00
21,07/03/23 12:00:08 AM,-0.00023,746.750,0.6,10.437,39.779,1.34,3.01,325.7,0.00
22,07/03/23 12:15:08 AM,-0.00023,746.650,0.6,10.609,38.602,1.34,3.67,355.2,0.00
23,07/03/23 12:30:08 AM,-0.00023,746.650,0.6,10.459,40.388,2.00,5.68,338.3,0.00
24,07/03/23 12:45:08 AM,-0.00023,746.450,0.6,10.373,39.461,2.67,6.01,336.9,0.00
25,07/03/23 01:00:08 AM,-0.00023,746.450,0.6,10.459,37.955,2.67,6.35,332.7,0.00
26,07/03/23 01:15:08 AM,-0.00023,746.550,0.6,9.966,40.946,2.34,5.34,315.9,0.00
27,07/03/23 01:30:08 AM,-0.00023,746.450,0.6,10.201,39.274,2.34,4.68,313.1,0.00
28,07/03/23 01:45:08 AM,-0.00023,746.450,0.6,10.266,38.509,3.01,5.68,315.9,0.00
29,07/03/23 02:00:08 AM,-0.00023,746.250,0.6,9.987,39.145,3.01,5.01,321.5,0.00
30,07/03/23 02:15:08 AM,-0.00023,746.250,0.6,10.051,37.746,3.01,6.68,308.9,0.00
31,07/03/23 02:30:08 AM,-0.00023,746.250,0.6,10.137,35.941,3.01,5.34,308.9,0.00
32,07/03/23 02:45:08 AM,-0.00023,745.950,0.6,10.073,35.451,3.01,5.34,308.9,0.00
33,07/03/23 03:00:08 AM,-0.00023,746.050,0.6,9.987,35.184,2.67,6.01,306.1,0.00
34,07/03/23 03:15:08 AM,-0.00023,746.050,0.6,9.880,34.273,1.00,5.68,279.4,0.00
35,07/03/23 03:30:08 AM,-0.00023,746.050,0.6,10.330,32.726,1.34,5.68,285.0,0.00
36,07/03/23 03:45:08 AM,-0.00023,746.050,0.6,9.987,34.206,2.00,5.68,310.3,0.00
37,07/03/23 04:00:08 AM,-0.00023,745.850,0.6,9.987,35.048,2.67,5.68,301.8,0.00
38,07/03/23 04:15:08 AM,-0.00023,746.050,0.6,9.794,33.455,3.01,6.01,293.4,0.00
39,07/03/23 04:30:08 AM,-0.00023,745.850,0.6,9.966,33.199,2.67,6.01,289.2,0.00
40,07/03/23 04:45:08 AM,-0.00023,745.850,0.6,9.708,34.051,3.01,5.34,301.8,0.00
41,07/03/23 05:00:08 AM,-0.00023,745.750,0.6,10.137,30.584,3.01,6.35,307.5,0.00
42,07/03/23 05:15:08 AM,-0.00023,745.850,0.6,9.708,31.174,3.01,5.01,313.1,0.00
43,07/03/23 05:30:08 AM,-0.00023,745.750,6.9,9.644,32.357,2.67,5.34,304.7,0.00
44,07/03/23 05:45:08 AM,-0.00023,745.750,30.6,10.137,29.041,2.67,5.34,313.1,0.00
45,07/03/23 06:00:08 AM,-0.00023,745.750,71.9,10.330,27.379,2.67,4.68,315.9,0.00
46,07/03/23 06:15:08 AM,-0.00023,745.750,114.4,10.587,27.297,2.67,4.68,315.9,0.00
47,07/03/23 06:30:08 AM,-0.00023,745.850,154.4,11.531,25.374,2.34,5.01,290.6,0.00
48,07/03/23 06:45:08 AM,-0.00023,745.750,196.9,11.467,25.357,2.67,5.01,293.4,0.00
49,07/03/23 07:00:08 AM,-0.00023,745.750,241.9,11.960,24.546,2.67,5.01,285.0,0.00
50,07/03/23 07:15:08 AM,-0.00023,745.850,286.9,11.360,27.504,2.34,5.01,271.0,0.00
51,07/03/23 07:30:08 AM,-0.00023,745.850,333.1,11.617,25.695,1.67,3.34,290.6,0.00
52,07/03/23 07:45:08 AM,-0.00023,745.850,379.4,11.445,24.665,2.00,4.34,286.4,0.00
53,07/03/23 08:00:08 AM,-0.00023,745.750,423.1,10.931,25.719,2.67,6.35,314.5,0.00
54,07/03/23 08:15:08 AM,-0.00023,745.850,469.4,11.102,25.365,2.67,5.68,324.3,0.00
55,07/03/23 08:30:08 AM,-0.00023,745.850,513.1,10.587,28.978,2.34,5.34,314.5,0.00
56,07/03/23 08:45:08 AM,-0.00023,745.750,556.9,11.467,27.082,2.67,5.01,324.3,0.00
57,07/03/23 09:00:08 AM,-0.00023,745.850,596.9,12.218,23.255,1.67,5.01,301.8,0.00
58,07/03/23 09:15:08 AM,-0.00023,745.850,638.1,11.810,19.873,2.00,4.34,278.0,0.00
59,07/03/23 09:30:08 AM,-0.00023,745.850,678.1,11.574,22.678,1.67,5.01,324.3,0.00
60,07/03/23 09:45:08 AM,-0.00023,745.850,714.4,12.303,33.848,1.67,3.34,318.7,0.00
61,07/03/23 10:00:08 AM,-0.00023,745.850,750.6,13.740,24.353,0.67,2.34,332.7,0.00
62,07/03/23 10:15:08 AM,-0.00023,745.950,783.1,13.762,21.961,1.00,2.67,263.9,0.00
63,07/03/23 10:30:08 AM,-0.00023,745.850,811.9,14.491,31.765,0.33,1.67,286.4,0.00
64,07/03/23 10:45:08 AM,-0.00023,745.750,843.1,13.805,35.904,0.33,2.34,146.0,0.00
65,07/03/23 11:00:08 AM,-0.00023,745.950,869.4,12.711,41.723,0.67,1.67,217.6,0.00
66,07/03/23 11:15:08 AM,-0.00023,746.150,895.6,12.861,38.592,0.67,2.34,196.5,0.00
67,07/03/23 11:30:08 AM,-0.00023,746.150,919.4,15.092,33.312,0.33,1.34,233.1,0.00
68,07/03/23 11:45:08 AM,-0.00023,746.050,931.9,13.955,35.621,0.67,2.67,217.6,0.00
69,07/03/23 12:00:08 PM,-0.00023,745.950,950.6,14.856,33.570,0.67,1.34,252.7,0.00
70,07/03/23 12:15:08 PM,-0.00023,745.950,965.6,14.834,34.829,0.33,1.67,268.1,0.00
71,07/03/23 12:30:08 PM,-0.00023,745.950,975.6,15.199,29.943,0.33,1.34,23.9,0.00
72,07/03/23 12:45:08 PM,-0.00023,746.050,975.6,14.941,32.279,0.33,1.67,210.6,0.00
73,07/03/23 01:00:08 PM,-0.00023,746.350,974.4,14.083,34.257,0.67,2.34,230.2,0.00
74,07/03/23 01:15:08 PM,-0.00023,746.150,973.1,14.727,33.552,1.00,3.01,220.4,0.00
75,07/03/23 01:30:08 PM,-0.00023,746.250,965.6,13.569,34.971,1.00,3.67,198.0,0.00
76,07/03/23 01:45:08 PM,-0.00023,746.150,958.1,14.512,33.358,0.67,2.34,0.0,0.00
77,07/03/23 02:00:08 PM,-0.00023,746.350,941.9,12.818,38.016,2.00,3.67,299.0,0.00
78,07/03/23 02:15:08 PM,-0.00023,746.750,925.6,14.362,35.296,2.34,4.34,266.7,0.00
79,07/03/23 02:30:08 PM,-0.00023,746.450,904.4,13.290,39.106,3.34,6.35,256.9,0.00
80,07/03/23 02:45:08 PM,-0.00023,746.550,885.6,13.740,38.820,3.01,5.68,251.3,0.00
81,07/03/23 03:00:08 PM,-0.00023,746.650,858.1,14.083,38.042,3.67,6.35,254.1,0.00
82,07/03/23 03:15:08 PM,-0.00023,746.850,830.6,12.260,44.501,2.34,4.34,314.5,0.00
83,07/03/23 03:30:08 PM,-0.00023,746.850,803.1,14.362,38.570,2.00,4.34,268.1,0.00
84,07/03/23 03:45:08 PM,-0.00023,746.950,775.6,12.325,45.190,1.34,6.01,308.9,0.00
85,07/03/23 04:00:08 PM,-0.00023,746.950,740.6,12.196,45.652,2.67,5.34,320.1,0.00
86,07/03/23 04:15:08 PM,-0.00023,746.850,710.6,13.483,43.001,2.00,5.68,292.0,0.00
87,07/03/23 04:30:08 PM,-0.00023,746.850,673.1,13.547,42.011,1.67,5.68,313.1,0.00
88,07/03/23 04:45:08 PM,-0.00023,746.850,638.1,12.411,45.272,2.34,5.01,322.9,0.00
89,07/03/23 05:00:08 PM,-0.00023,746.950,595.6,12.668,41.083,1.67,6.68,324.3,0.00
90,07/03/23 05:15:08 PM,-0.00023,746.850,553.1,13.933,41.677,1.00,4.01,306.1,0.00
91,07/03/23 05:30:08 PM,-0.00023,746.950,510.6,12.046,46.682,1.34,5.01,304.7,0.00
92,07/03/23 05:45:08 PM,-0.00023,746.950,470.6,11.917,47.263,2.67,5.68,324.3,0.00
93,07/03/23 06:00:08 PM,-0.00023,746.850,424.4,13.783,35.821,1.00,2.67,15.4,0.00
94,07/03/23 06:15:08 PM,-0.00023,746.750,381.9,13.419,35.587,0.67,4.01,53.3,0.00
95,07/03/23 06:30:08 PM,-0.00023,746.850,334.4,11.831,40.047,1.00,3.67,150.2,0.00
96,07/03/23 06:45:08 PM,-0.00023,746.850,291.9,11.939,39.490,1.00,4.68,293.4,0.00
97,07/03/23 07:00:08 PM,-0.00023,746.950,24.4,11.145,41.408,0.67,3.34,317.3,0.00
98,07/03/23 07:15:08 PM,-0.00023,746.950,23.1,11.038,39.696,2.34,6.01,49.1,0.00
99,07/03/23 07:30:08 PM,-0.00023,746.950,21.9,10.845,40.972,1.67,5.01,63.2,0.00
100,07/03/23 07:45:08 PM,-0.00023,746.950,19.4,10.716,40.520,2.67,5.01,63.2,0.00
101,07/03/23 08:00:08 PM,-0.00023,747.050,16.9,10.330,40.772,2.34,6.01,68.8,0.00
102,07/03/23 08:15:08 PM,-0.00023,747.050,14.4,10.094,40.656,2.34,5.68,63.2,0.00
103,07/03/23 08:30:08 PM,-0.00023,747.050,11.9,9.730,39.976,2.00,5.01,47.7,0.00
104,07/03/23 08:45:08 PM,-0.00023,746.850,5.6,9.558,38.820,3.34,6.01,50.5,0.00
105,07/03/23 09:00:08 PM,-0.00023,746.850,0.6,9.494,37.906,3.67,7.35,53.3,0.00
106,07/03/23 09:15:08 PM,-0.00023,746.950,0.6,9.150,37.758,3.01,8.35,43.5,0.00
107,07/03/23 09:30:08 PM,-0.00023,747.050,0.6,8.936,36.564,3.34,6.68,44.9,0.00
108,07/03/23 09:45:08 PM,-0.00023,746.950,0.6,8.743,36.100,2.67,5.68,42.1,0.00
109,07/03/23 10:00:08 PM,-0.00023,747.150,0.6,8.550,35.456,2.34,5.01,40.7,0.00
110,07/03/23 10:15:08 PM,-0.00023,747.050,0.6,8.185,35.167,2.67,5.68,39.3,0.00
111,07/03/23 10:30:08 PM,-0.00023,747.050,0.6,7.992,35.373,1.34,4.01,46.3,0.00
112,07/03/23 10:45:08 PM,-0.00023,747.150,0.6,7.327,36.921,0.33,2.34,158.6,0.00
113,07/03/23 11:00:08 PM,-0.00023,747.050,0.6,6.898,36.655,0.33,3.34,169.9,0.00
114,07/03/23 11:15:08 PM,-0.00023,747.050,0.6,6.834,37.746,0.33,2.34,200.8,0.00
115,07/03/23 11:30:08 PM,-0.00023,747.150,0.6,6.384,38.309,0.67,2.34,217.6,0.00
116,07/03/23 11:45:08 PM,-0.00023,747.050,0.6,6.577,36.727,1.34,2.34,216.2,0.00
117,07/04/23 12:00:08 AM,-0.00023,747.050,0.6,6.598,36.841,1.00,2.34,234.5,0.00
118,07/04/23 12:15:08 AM,-0.00023,746.950,0.6,6.770,36.141,1.34,3.01,220.4,0.00
119,07/04/23 12:30:08 AM,-0.00023,747.050,0.6,6.620,37.704,0.67,2.00,262.5,0.00
120,07/04/23 12:45:08 AM,-0.00023,746.950,0.6,6.276,36.750,1.00,3.01,248.5,0.00
121,07/04/23 01:00:08 AM,-0.00023,747.050,0.6,6.341,36.042,0.33,2.00,272.4,0.00
122,07/04/23 01:15:08 AM,-0.00023,746.950,0.6,6.534,33.747,1.00,1.67,268.1,0.00
123,07/04/23 01:30:08 AM,-0.00023,746.950,0.6,6.234,36.132,0.67,2.34,265.3,0.00
124,07/04/23 01:45:08 AM,-0.00023,746.850,0.6,6.105,35.889,1.34,2.67,262.5,0.00
125,07/04/23 02:00:08 AM,-0.00023,747.050,0.6,6.555,35.257,1.34,2.67,228.8,0.00
126,07/04/23 02:15:08 AM,-0.00023,746.850,0.6,6.255,38.222,0.33,1.67,271.0,0.00
127,07/04/23 02:30:08 AM,-0.00023,746.950,0.6,6.083,38.404,0.67,1.34,261.1,0.00
128,07/04/23 02:45:08 AM,-0.00023,747.050,0.6,6.083,37.337,0.33,2.00,261.1,0.00
129,07/04/23 03:00:08 AM,-0.00023,746.950,0.6,5.869,39.646,0.67,2.00,247.1,0.00
130,07/04/23 03:15:08 AM,-0.00023,746.950,0.6,5.676,41.344,1.00,2.00,275.2,0.00
131,07/04/23 03:30:08 AM,-0.00023,746.950,0.6,5.654,42.332,0.67,2.00,273.8,0.00
132,07/04/23 03:45:08 AM,-0.00023,746.850,0.6,5.654,42.332,1.00,2.00,249.9,0.00
133,07/04/23 04:00:08 AM,-0.00023,746.750,0.6,5.268,45.080,0.67,2.00,230.2,0.00
134,07/04/23 04:15:08 AM,-0.00023,746.650,0.6,5.419,44.364,0.67,2.00,262.5,0.00
135,07/04/23 04:30:08 AM,-0.00023,746.850,0.6,5.311,43.883,0.67,1.67,259.7,0.00
136,07/04/23 04:45:08 AM,-0.00023,746.850,0.6,5.118,43.180,0.67,1.67,263.9,0.00
137,07/04/23 05:00:08 AM,-0.00023,746.750,0.6,5.118,43.615,0.67,2.00,226.0,0.00
138,07/04/23 05:15:08 AM,-0.00023,746.850,0.6,5.354,42.968,0.33,1.34,252.7,0.00
139,07/04/23 05:30:08 AM,-0.00023,746.850,3.1,4.947,44.485,0.33,2.00,228.8,0.00
140,07/04/23 05:45:08 AM,-0.00023,746.750,15.6,5.290,41.169,0.33,2.00,200.8,0.00
141,07/04/23 06:00:08 AM,-0.00023,746.750,56.9,6.469,37.140,0.33,1.67,228.8,0.00
142,07/04/23 06:15:08 AM,-0.00023,746.750,100.6,7.456,36.197,0.00,1.34,355.2,0.00
143,07/04/23 06:30:08 AM,-0.00023,746.750,141.9,7.563,34.745,0.00,1.34,25.3,0.00
144,07/04/23 06:45:08 AM,-0.00023,746.950,188.1,8.164,33.866,0.67,3.34,123.5,0.00
145,07/04/23 07:00:08 AM,-0.00023,746.850,233.1,8.722,32.708,0.67,2.67,64.6,0.00
146,07/04/23 07:15:08 AM,-0.00023,746.850,273.1,8.293,34.209,1.00,4.34,99.7,0.00
147,07/04/23 07:30:08 AM,-0.00023,746.950,324.4,8.464,31.554,1.00,5.01,74.4,0.00
148,07/04/23 07:45:08 AM,-0.00023,746.850,373.1,8.335,31.774,2.00,6.01,64.6,0.00
149,07/04/23 08:00:08 AM,-0.00023,746.850,420.6,8.550,31.707,2.00,5.01,64.6,0.00
150,07/04/23 08:15:08 AM,-0.00023,746.850,464.4,8.314,30.245,2.00,5.34,66.0,0.00
151,07/04/23 08:30:08 AM,-0.00023,746.850,510.6,8.743,29.418,2.34,5.34,68.8,0.00
152,07/04/23 08:45:08 AM,-0.00023,746.650,555.6,9.944,28.620,0.67,4.01,82.8,0.00
153,07/04/23 09:00:08 AM,-0.00023,746.650,596.9,8.657,33.025,2.00,5.68,68.8,0.00
154,07/04/23 09:15:08 AM,-0.00023,746.650,639.4,9.558,32.966,1.34,3.34,67.4,0.00
155,07/04/23 09:30:08 AM,-0.00023,746.750,663.1,9.880,31.641,0.67,2.67,95.5,0.00
156,07/04/23 09:45:08 AM,-0.00023,746.850,696.9,9.923,30.791,1.67,5.01,66.0,0.00
157,07/04/23 10:00:08 AM,-0.00023,746.850,720.6,10.566,30.671,1.67,4.68,77.2,0.00
158,07/04/23 10:15:08 AM,-0.00023,746.650,773.1,10.587,31.299,1.67,3.67,68.8,0.00
159,07/04/23 10:30:08 AM,-0.00023,746.550,799.4,11.252,28.914,1.67,3.34,50.5,0.00
160,07/04/23 10:45:08 AM,-0.00023,746.650,830.6,11.231,30.730,1.00,3.01,87.0,0.00
161,07/04/23 11:00:08 AM,-0.00023,746.850,861.9,11.360,29.407,1.67,4.68,75.8,0.00
162,07/04/23 11:15:08 AM,-0.00023,747.150,881.9,11.810,29.587,1.00,3.01,102.5,0.00
163,07/04/23 11:30:08 AM,-0.00023,747.150,923.1,11.360,28.986,1.34,3.34,96.9,0.00
164,07/04/23 11:45:08 AM,-0.00023,747.050,936.9,12.882,27.224,1.00,2.67,87.0,0.00
165,07/04/23 12:00:08 PM,-0.00023,746.950,968.1,12.775,25.896,0.33,3.01,60.4,0.00
166,07/04/23 12:15:08 PM,-0.00023,747.150,975.6,12.389,28.580,0.67,2.67,117.9,0.00
167,07/04/23 12:30:08 PM,-0.00023,747.150,985.6,13.290,25.760,0.33,3.01,117.9,0.00
168,07/04/23 12:45:08 PM,-0.00023,747.350,986.9,13.268,24.715,1.00,3.67,110.9,0.00
169,07/04/23 01:00:08 PM,-0.00023,747.450,991.9,12.840,25.353,1.00,3.01,105.3,0.00
170,07/04/23 01:15:08 PM,-0.00023,747.550,985.6,13.097,24.918,0.67,4.01,120.7,0.00
171,07/04/23 01:30:08 PM,-0.00023,747.450,965.6,14.169,25.814,0.33,2.34,113.7,0.00
172,07/04/23 01:45:08 PM,-0.00023,747.550,965.6,14.041,24.710,0.33,2.00,105.3,0.00
173,07/04/23 02:00:08 PM,-0.00023,747.550,953.1,14.212,25.420,0.67,2.00,136.2,0.00
174,07/04/23 02:15:08 PM,-0.00023,747.950,934.4,14.727,23.259,0.67,3.34,109.5,0.00
175,07/04/23 02:30:08 PM,-0.00023,747.650,919.4,14.491,23.520,1.00,3.34,54.8,0.00
176,07/04/23 02:45:08 PM,-0.00023,747.650,898.1,14.427,22.863,0.67,2.00,162.9,0.00
177,07/04/23 03:00:08 PM,-0.00023,747.850,869.4,14.748,24.079,0.33,3.34,115.1,0.00
178,07/04/23 03:15:08 PM,-0.00023,747.950,844.4,14.963,25.608,0.67,2.67,140.4,0.00
179,07/04/23 03:30:08 PM,-0.00023,747.950,810.6,14.663,22.463,1.34,3.67,63.2,0.00
180,07/04/23 03:45:08 PM,-0.00023,747.950,781.9,13.719,24.941,0.67,3.34,120.7,0.00
181,07/04/23 04:00:08 PM,-0.00023,747.950,748.1,13.805,25.417,1.34,4.34,70.2,0.00
182,07/04/23 04:15:08 PM,-0.00023,748.050,711.9,13.783,25.856,1.00,4.01,96.9,0.00
183,07/04/23 04:30:08 PM,-0.00023,747.950,674.4,14.191,27.646,0.67,2.34,92.7,0.00
184,07/04/23 04:45:08 PM,-0.00023,747.950,635.6,14.169,25.548,0.67,5.01,56.2,0.00
185,07/04/23 05:00:08 PM,-0.00023,747.950,594.4,14.427,26.058,0.67,2.67,84.2,0.00
186,07/04/23 05:15:08 PM,-0.00023,747.850,554.4,14.212,25.756,1.67,4.34,53.3,0.00
187,07/04/23 05:30:08 PM,-0.00023,747.950,511.9,13.419,26.021,2.00,5.01,43.5,0.00
188,07/04/23 05:45:08 PM,-0.00023,747.850,466.9,13.547,26.424,2.00,4.01,35.1,0.00
189,07/04/23 06:00:08 PM,-0.00023,747.850,421.9,13.161,28.322,1.00,4.34,77.2,0.00
190,07/04/23 06:15:08 PM,-0.00023,747.850,375.6,13.033,27.480,1.34,4.01,50.5,0.00
191,07/04/23 06:30:08 PM,-0.00023,747.750,329.4,12.818,27.660,1.34,4.68,59.0,0.00
192,07/04/23 06:45:08 PM,-0.00023,747.850,283.1,12.432,28.345,1.00,2.67,67.4,0.00
193,07/04/23 07:00:08 PM,-0.00023,747.850,30.6,11.896,28.722,1.00,4.34,56.2,0.00
194,07/04/23 07:15:08 PM,-0.00023,747.750,26.9,11.360,30.947,1.00,3.34,63.2,0.00
195,07/04/23 07:30:08 PM,-0.00023,747.850,24.4,11.231,30.455,1.00,3.01,57.6,0.00
196,07/04/23 07:45:08 PM,-0.00023,747.750,21.9,11.167,30.137,1.00,4.01,33.7,0.00
197,07/04/23 08:00:08 PM,-0.00023,747.850,19.4,10.738,30.686,1.00,2.67,37.9,0.00
198,07/04/23 08:15:08 PM,-0.00023,747.750,15.6,10.673,31.240,0.67,2.67,39.3,0.00
199,07/04/23 08:30:08 PM,-0.00023,747.850,10.6,9.644,32.938,0.33,2.00,26.7,0.00
200,07/04/23 08:45:08 PM,-0.00023,747.750,5.6,9.837,32.494,0.00,2.00,91.3,0.00
201,07/04/23 09:00:08 PM,-0.00023,747.750,0.6,10.137,32.529,0.33,2.34,36.5,0.00
202,07/04/23 09:15:08 PM,-0.00023,747.850,0.6,9.579,34.324,0.67,2.34,74.4,0.00
203,07/04/23 09:30:08 PM,-0.00023,747.950,0.6,9.108,35.662,0.33,1.00,221.8,0.00
204,07/04/23 09:45:08 PM,-0.00023,747.950,0.6,8.807,36.394,0.33,1.34,248.5,0.00
205,07/04/23 10:00:08 PM,-0.00023,747.950,0.6,8.979,34.614,0.33,1.34,224.6,0.00
206,07/04/23 10:15:08 PM,-0.00023,747.950,0.6,8.593,36.417,0.67,1.67,273.8,0.00
207,07/04/23 10:30:08 PM,-0.00023,747.950,0.6,8.807,35.404,0.33,1.67,290.6,0.00
208,07/04/23 10:45:08 PM,-0.00023,748.050,0.6,8.614,35.436,0.67,2.00,262.5,0.00
209,07/04/23 11:00:08 PM,-0.00023,747.950,0.6,8.486,35.624,0.33,1.34,265.3,0.00
210,07/04/23 11:15:08 PM,-0.00023,747.950,0.6,8.078,37.296,1.00,2.00,271.0,0.00
211,07/04/23 11:30:08 PM,-0.00023,747.850,0.6,7.971,36.374,1.34,2.00,256.9,0.00
212,07/04/23 11:45:08 PM,-0.00023,747.950,0.6,7.821,38.592,1.34,2.00,271.0,0.00
213,07/05/23 12:00:08 AM,-0.00023,747.850,0.6,8.464,34.795,1.34,2.00,278.0,0.00
214,07/05/23 12:15:08 AM,-0.00023,747.650,0.6,8.507,35.715,1.00,1.67,283.6,0.00
215,07/05/23 12:30:08 AM,-0.00023,747.850,0.6,8.636,35.267,0.67,2.34,285.0,0.00
216,07/05/23 12:45:08 AM,-0.00023,747.650,0.6,8.035,38.424,1.00,1.67,283.6,0.00
217,07/05/23 01:00:08 AM,-0.00023,747.550,0.6,7.671,40.159,1.34,2.00,273.8,0.00
218,07/05/23 01:15:08 AM,-0.00023,747.550,0.6,7.842,40.191,1.00,2.00,276.6,0.00
219,07/05/23 01:30:08 AM,-0.00023,747.450,0.6,8.593,37.795,1.00,2.34,262.5,0.00
220,07/05/23 01:45:08 AM,-0.00023,747.450,0.6,8.722,38.276,2.00,3.01,268.1,0.00
221,07/05/23 02:00:08 AM,-0.00023,747.350,0.6,10.030,33.948,1.00,2.67,287.8,0.00
222,07/05/23 02:15:08 AM,-0.00023,747.350,0.6,8.786,38.271,1.34,3.01,285.0,0.00
223,07/05/23 02:30:08 AM,-0.00023,747.350,0.6,9.172,38.016,2.34,3.01,266.7,0.00
224,07/05/23 02:45:08 AM,-0.00023,747.250,0.6,8.571,38.720,2.00,3.01,263.9,0.00
225,07/05/23 03:00:08 AM,-0.00023,747.250,0.6,8.207,38.067,1.67,3.01,273.8,0.00
226,07/05/23 03:15:08 AM,-0.00023,747.150,0.6,8.357,39.454,1.00,2.34,282.2,0.00
227,07/05/23 03:30:08 AM,-0.00023,747.150,0.6,7.842,39.992,1.00,2.34,263.9,0.00
228,07/05/23 03:45:08 AM,-0.00023,747.050,0.6,8.314,39.265,2.00,2.67,259.7,0.00
229,07/05/23 04:00:08 AM,-0.00023,747.050,0.6,8.035,39.081,0.67,2.34,256.9,0.00
230,07/05/23 04:15:08 AM,-0.00023,746.950,0.6,8.636,37.699,1.67,2.67,261.1,0.00
231,07/05/23 04:30:08 AM,-0.00023,746.850,0.6,9.772,35.044,1.67,2.34,263.9,0.00
232,07/05/23 04:45:08 AM,-0.00023,746.850,0.6,8.571,38.328,1.34,2.34,282.2,0.00
233,07/05/23 05:00:08 AM,-0.00023,746.850,0.6,7.928,39.370,0.67,2.00,271.0,0.00
234,07/05/23 05:15:08 AM,-0.00023,746.850,0.6,7.606,37.919,1.00,2.00,252.7,0.00
235,07/05/23 05:30:08 AM,-0.00023,746.750,3.1,7.821,39.141,0.33,1.67,275.2,0.00
236,07/05/23 05:45:08 AM,-0.00023,746.650,23.1,9.022,38.271,1.34,2.67,263.9,0.00
237,07/05/23 06:00:08 AM,-0.00023,746.550,60.6,9.794,32.639,0.67,2.34,271.0,0.00
238,07/05/23 06:15:08 AM,-0.00023,746.450,103.1,9.472,33.756,0.67,1.67,272.4,0.00
239,07/05/23 06:30:08 AM,-0.00023,746.550,144.4,9.794,36.019,0.67,1.34,269.6,0.00
240,07/05/23 06:45:08 AM,-0.00023,746.450,186.9,10.673,33.088,0.67,2.00,275.2,0.00
241,07/05/23 07:00:08 AM,-0.00023,746.250,230.6,10.909,33.404,0.00,0.67,271.0,0.00
242,07/05/23 07:15:08 AM,-0.00023,746.250,276.9,12.496,29.194,0.00,1.00,32.3,0.00
243,07/05/23 07:30:08 AM,-0.00023,746.250,323.1,11.874,31.194,0.33,1.34,304.7,0.00
244,07/05/23 07:45:08 AM,-0.00023,746.250,368.1,12.840,29.120,0.33,1.34,285.0,0.00
245,07/05/23 08:00:08 AM,-0.00023,746.250,415.6,11.596,31.821,0.33,1.00,296.2,0.00
246,07/05/23 08:15:08 AM,-0.00023,746.250,463.1,13.011,28.493,0.33,1.00,289.2,0.00
247,07/05/23 08:30:08 AM,-0.00023,746.150,509.4,13.376,28.450,0.00,0.33,286.4,0.00
248,07/05/23 08:45:08 AM,-0.00023,746.150,551.9,13.976,27.713,0.00,1.00,233.1,0.00
